chr1	564338	567011|0|0
chr1	745594	747745|0|0
chr1	812094	812359|0|0
chr1	874863	875766|1|903
chr1	1175866	1176332|0|0
chr1	1208762	1209972|0|0
chr1	1447200	1448016|0|0
chr1	1832184	1832454|0|0
chr1	2044194	2044370|0|0
chr1	2123133	2123355|0|0
chr1	2424100	2426576|0|0
chr1	2541178	2541261|0|0
chr1	2997118	2999236|0|0
chr1	3182838	3183140|0|0
chr1	3211370	3211416|0|0
chr1	3294301	3294381|0|0
chr1	3454026	3454703|0|0
chr1	3587861	3588005|0|0
chr1	5577542	5579000|0|0
chr1	6102820	6102969|1|149
chr1	6340988	6341289|0|0
chr1	6353167	6353188|0|0
chr1	6437374	6437908|0|0
chr1	6480961	6481455|0|0
chr1	6484316	6484913|0|0
chr1	6535398	6535797|0|0
chr1	6729524	6730078|0|0
chr1	7301872	7302766|0|0
chr1	7373124	7373177|0|0
chr1	7395071	7395530|0|0
chr1	7587413	7587988|0|0
chr1	7651364	7651798|0|0
chr1	7732721	7733328|1|607
chr1	7830941	7831567|0|0
chr1	7930434	7931029|0|0
chr1	8009020	8009355|0|0
chr1	8084892	8086134|0|0
chr1	8413579	8413913|0|0
chr1	8634646	8635806|0|0
chr1	8787105	8787266|0|0
chr1	9232523	9232694|0|0
chr1	9753531	9754242|0|0
chr1	9904389	9904689|0|0
chr1	10082034	10082475|0|0
chr1	11332478	11333810|0|0
chr1	11380143	11380534|0|0
chr1	11397895	11398801|0|0
chr1	11862792	11863828|0|0
chr1	12196484	12196973|0|0
chr1	12387436	12387584|0|0
chr1	12619706	12619941|0|0
chr1	12739921	12740585|0|0
chr1	14779691	14780109|0|0
chr1	14988085	14988188|0|0
chr1	15258306	15259558|0|0
chr1	16273784	16275667|0|0
chr1	16464046	16465939|0|0
chr1	16802057	16802915|1|858
chr1	17016411	17016710|0|0
chr1	17261750	17262142|0|0
chr1	17290533	17291117|0|0
chr1	17339279	17339334|0|0
chr1	17579139	17579602|0|0
chr1	17887300	17888106|0|0
chr1	19008759	19008989|0|0
chr1	19267139	19267501|0|0
chr1	20130943	20131099|0|0
chr1	20625121	20625523|0|0
chr1	20669981	20670425|0|0
chr1	20830603	20831507|0|0
chr1	20845631	20846253|0|0
chr1	20950946	20951513|0|0
chr1	20955849	20956277|0|0
chr1	21057024	21057926|1|902
chr1	21384996	21385084|0|0
chr1	21780616	21780924|0|0
chr1	22064383	22064615|0|0
chr1	22145314	22145500|0|0
chr1	22914631	22914959|0|0
chr1	23362365	23362468|0|0
chr1	23443188	23444362|0|0
chr1	23539769	23540605|0|0
chr1	23809398	23811352|0|0
chr1	24055593	24056042|0|0
chr1	24083445	24083592|0|0
chr1	24691213	24691779|0|0
chr1	24753348	24754297|0|0
chr1	24926307	24926566|0|0
chr1	25366425	25366823|0|0
chr1	25755884	25757647|0|0
chr1	26041795	26042779|0|0
chr1	26800927	26802158|0|0
chr1	26812661	26813050|0|0
chr1	26951699	26952025|0|0
chr1	27205327	27205614|0|0
chr1	27411167	27412164|0|0
chr1	28224153	28224332|0|0
chr1	28694416	28694717|0|0
chr1	28848205	28848651|0|0
chr1	29082795	29083153|0|0
chr1	29144282	29144471|0|0
chr1	29588723	29589561|0|0
chr1	30266602	30267082|0|0
chr1	30843206	30843287|0|0
chr1	30878736	30879257|0|0
chr1	30943999	30944038|0|0
chr1	31186871	31187771|0|0
chr1	31195768	31196208|0|0
chr1	31251876	31252329|0|0
chr1	31424739	31426306|0|0
chr1	31610514	31610646|0|0
chr1	31782720	31783424|0|0
chr1	32236716	32237237|0|0
chr1	32410789	32411226|0|0
chr1	32420950	32421318|0|0
chr1	32454161	32454724|0|0
chr1	32673588	32673705|0|0
chr1	32931845	32932110|0|0
chr1	32992652	32992934|0|0
chr1	33009600	33010076|0|0
chr1	33251249	33251424|0|0
chr1	33301973	33302363|0|0
chr1	33375381	33375671|0|0
chr1	33584133	33584415|0|0
chr1	33796583	33797419|0|0
chr1	33834046	33834700|0|0
chr1	34174267	34174604|0|0
chr1	34718003	34718336|0|0
chr1	36583855	36585393|0|0
chr1	37310189	37310547|0|0
chr1	37360159	37361295|0|0
chr1	37445141	37445246|0|0
chr1	38134479	38134541|0|0
chr1	38511419	38513395|0|0
chr1	38624971	38625457|0|0
chr1	39025319	39025593|0|0
chr1	39086209	39086990|0|0
chr1	39253366	39253540|0|0
chr1	39353981	39354174|0|0
chr1	40526133	40527841|0|0
chr1	40533263	40533563|0|0
chr1	40685146	40685386|0|0
chr1	40944740	40945052|0|0
chr1	40945053	40945194|0|0
chr1	41119587	41119873|0|0
chr1	41189220	41189308|0|0
chr1	41293974	41295321|0|0
chr1	41588995	41589087|0|0
chr1	41818703	41819130|0|0
chr1	42000191	42000391|0|0
chr1	43203231	43203356|0|0
chr1	43614461	43614822|0|0
chr1	43888216	43888794|0|0
chr1	44021998	44023680|0|0
chr1	44299599	44299785|0|0
chr1	44783573	44783674|0|0
chr1	44835126	44836185|0|0
chr1	45039202	45040584|0|0
chr1	45129256	45129403|0|0
chr1	45324926	45324963|0|0
chr1	45324964	45325106|0|0
chr1	46250616	46251720|0|0
chr1	46300494	46300658|0|0
chr1	46340001	46340895|0|0
chr1	46576657	46577175|0|0
chr1	46765000	46765039|0|0
chr1	46765619	46766026|0|0
chr1	46975160	46976432|0|0
chr1	46983955	46984024|0|0
chr1	47095550	47096465|0|0
chr1	47914854	47915739|0|0
chr1	48122494	48123205|0|0
chr1	48269216	48269731|0|0
chr1	48343765	48345759|0|0
chr1	48770032	48770255|0|0
chr1	49504833	49505899|0|0
chr1	50765455	50766402|0|0
chr1	52421486	52421581|0|0
chr1	52851193	52851584|0|0
chr1	54319044	54319446|0|0
chr1	54482052	54482467|0|0
chr1	54590117	54590408|0|0
chr1	54812732	54815826|0|0
chr1	55399178	55399241|0|0
chr1	57104014	57105034|0|0
chr1	57563265	57563673|0|0
chr1	57635912	57636432|0|0
chr1	57887507	57887685|0|0
chr1	58924254	58924909|0|0
chr1	58947448	58949358|0|0
chr1	60481489	60481662|0|0
chr1	60525278	60525320|0|0
chr1	60670311	60671462|0|0
chr1	62204897	62205173|0|0
chr1	64553786	64553904|0|0
chr1	64906777	64907382|0|0
chr1	65800856	65801020|0|0
chr1	66316020	66316633|0|0
chr1	67155303	67155647|0|0
chr1	67239466	67239709|0|0
chr1	67866861	67867167|0|0
chr1	69738196	69739400|0|0
chr1	70399851	70400303|0|0
chr1	72446404	72446521|0|0
chr1	72652058	72652578|0|0
chr1	74835195	74835604|0|0
chr1	76666124	76667482|0|0
chr1	78361351	78361638|1|287
chr1	78630853	78631840|0|0
chr1	78956944	78957651|0|0
chr1	80734966	80735501|0|0
chr1	80896247	80897006|0|0
